iteration,val_loss
0,3.612398624420166
1,3.604392697112725
2,3.576859850799804
3,3.5667793369985255
4,3.5826806659599884
5,3.588214830469078
6,3.5771190492011313
7,3.565723715958138
8,3.5620228714049578
9,3.56521444812912
10,3.5686952795891935
11,3.5673150934466795
12,3.5685644873197795
13,3.5593132915320624
14,3.556207103342972
15,3.5636480032940017
16,3.568490025099071
17,3.564900318905472
18,3.568089296798515
19,3.574481747581148
20,3.577060282285309
21,3.5778339731015816
22,3.5874563477099723
23,3.5816946636444893
24,3.577065518722162
25,3.57472549261142
26,3.5691547041958374
27,3.5629532949117757
28,3.5584774685459
29,3.5560384830998846
30,3.546999495350084
31,3.544721031845443
32,3.544141916076255
33,3.5454717419425075
34,3.539673316991132
35,3.5354333818702752
36,3.5336038204174374
37,3.5334221987923846
38,3.528861237797993
39,3.5269379317828125
40,3.528348225949604
41,3.5272640833395323
42,3.526753044142344
43,3.5238598894129023
44,3.522397970707988
45,3.5245851847484695
46,3.5218745523546664
47,3.5226039200127355
48,3.515365440024392
49,3.5123598643521787
50,3.5104723084282146
51,3.5023856224474046
52,3.498952027727267
53,3.4886182946327438
54,3.4771890592704366
55,3.470422584901872
56,3.4648705819497483
57,3.461318829073512
58,3.4567284832612675
59,3.4520098745248675
60,3.4462855782461896
61,3.4433555736415786
62,3.437564939970963
63,3.436529560603737
64,3.4369777482548582
65,3.4362577508218055
66,3.4364681774177233
67,3.4289059442405234
68,3.4277685797141535
69,3.4278396477383213
70,3.4273594580660633
71,3.4265985984380185
72,3.4249714983037545
73,3.4244325448375688
74,3.421475295638377
75,3.415680958520316
76,3.4150777382793986
77,3.406415212540705
78,3.4021634820596875
79,3.397593480927617
80,3.3943905023132737
81,3.3943208128835
82,3.389436720235066
83,3.3876269960550176
84,3.3851437863357736
85,3.382437706588956
86,3.377680967769709
87,3.3793097555009437
88,3.379723848201635
89,3.382186713010706
90,3.3842782362913257
91,3.378801414373288
92,3.377566521344449
93,3.377228908040015
94,3.37719186505491
95,3.3804453797129494
96,3.37706171303107
97,3.3756051011819
98,3.371718797103938
99,3.364021707503046
100,3.361375921804833
101,3.3532149822501736
102,3.3466249734266613
103,3.3400611872935526
104,3.3358938526717057
105,3.331648736818089
106,3.326528256410755
107,3.320324858897221
108,3.3166555732687355
109,3.3122652392402014
110,3.3042978438918356
111,3.304265869591871
112,3.3015651636393533
113,3.301909812238043
114,3.298716218211266
115,3.2908611925934372
116,3.2882544275489187
117,3.287790535151313
118,3.28328245408708
119,3.2790044128282054
120,3.2736751071214787
121,3.2719657945047125
122,3.266773631754611
123,3.2578426049827915
124,3.253694985045611
125,3.244009085150505
126,3.237071009071179
127,3.2299632076035594
128,3.2245441332567566
129,3.2210113163438483
130,3.2176129361491923
131,3.212347600440763
132,3.2097245172777966
133,3.2065181526076736
134,3.197091645315798
135,3.1986941329446577
136,3.1962607394327605
137,3.1943406345886705
138,3.192671770951195
139,3.1869478433955667
140,3.184730794214987
141,3.18251035104584
142,3.179512187679606
143,3.1748932572925375
144,3.1691760480781355
145,3.1678238117416266
146,3.164800518620407
147,3.1567936945941457
148,3.154144145054397
149,3.147172374014514
150,3.1436874152436753
151,3.1348648318840264
152,3.130244340755644
153,3.124296848331605
154,3.120244948186165
155,3.116608927130176
156,3.110457249339331
157,3.106140086134746
158,3.0980731787201297
159,3.1015072524557805
160,3.0998099524629272
161,3.0967943182103967
162,3.092785399648622
163,3.0867577765100913
164,3.084902711352464
165,3.0839396287368883
166,3.081877571422901
167,3.0771688980215384
168,3.077218495746904
169,3.0794815333233476
170,3.07570181548912
171,3.0685532123408565
172,3.0706515787156996
173,3.063962280467324
174,3.0581531966671234
175,3.052479408685489
176,3.048695861355255
177,3.049409966892686
178,3.045969596344116
179,3.0446548500169417
180,3.043235266720323
181,3.0386764537011475
182,3.0326734490800407
183,3.035055036817619
184,3.0376121470576805
185,3.0366199745774862
186,3.0349240387673806
187,3.0300427038881788
188,3.0342651585716163
189,3.0346125863178774
190,3.034756480862754
191,3.0276196311600914
192,3.021172207680612
193,3.0217754111484827
194,3.0175202939648202
195,3.0087486290298
196,3.0062119922188595
197,2.997339452824506
198,2.991766383202714
199,2.9821747316256473
200,2.9764597025426416
201,2.9722337482828523
202,2.965346855565957
203,2.956879398440799
204,2.949490432556203
205,2.9437548689678437
206,2.9346893359188235
207,2.934605579236898
208,2.930976755761731
209,2.9253182445375554
210,2.9231372751473548
211,2.918028328922011
212,2.9172120733155107
213,2.9148181271120497
214,2.9117917381552587
215,2.908092344882302
216,2.901422993251895
217,2.9023368856851945
218,2.8975591768992692
219,2.8861796608714205
220,2.8852613200312773
221,2.873512055742095
222,2.8668209496992914
223,2.8578778214293914
224,2.854627787654869
225,2.850009834034169
226,2.8439589580170592
227,2.837707759115123
228,2.8295438444531475
229,2.822288582893177
230,2.8116353355003865
231,2.8135711526831706
232,2.811606511432287
233,2.8095155430115533
234,2.806350534291119
235,2.7999976418499077
236,2.801414191195268
237,2.7995106135638452
238,2.796265309669997
239,2.7938571260858436
240,2.78903460231026
241,2.7891380201474094
242,2.7844661489435327
243,2.772807577254616
244,2.7734741364436206
245,2.7612896756299166
246,2.755433725897936
247,2.751310752787856
248,2.7473540539059633
249,2.743856567747252
250,2.7356533762934685
251,2.727128192274113
252,2.7199592272865467
253,2.717098657501836
254,2.7097257837964706
255,2.7118925198010624
256,2.7097317642876115
257,2.7080653131091426
258,2.708556473889714
259,2.703307358786903
260,2.7027038595203345
261,2.6994267779313597
262,2.69592813536233
263,2.691622401189106
264,2.6868352528835713
265,2.688391943109463
266,2.6826214980549716
267,2.6718825708513885
268,2.668370060202599
269,2.6582736190341176
270,2.650594125552861
271,2.6433607864346103
272,2.638863470512019
273,2.6341149292585992
274,2.628593788394746
275,2.61853604300863
276,2.612297511744698
277,2.604440938454234
278,2.593855911411413
279,2.5955389077833035
280,2.5928894494821377
281,2.588371891557963
282,2.5861389228638374
283,2.579977309341149
284,2.5781254519047083
285,2.574902367054684
286,2.571362141193974
287,2.5675438978874934
288,2.5612384483937145
289,2.5631439904491975
290,2.5592214590797013
291,2.5496291640545237
292,2.552380669844837
293,2.542643677881227
294,2.536758102771566
295,2.5292665682410362
296,2.525419057257164
297,2.521372147582672
298,2.5147410059970436
299,2.504801873758873
300,2.498192730499255
301,2.4915408341948178
302,2.480295132142951
303,2.4818230594823483
304,2.478188069524763
305,2.474397248580149
306,2.4730632930692593
307,2.468967788064286
308,2.4671321791062213
309,2.4640032980270288
310,2.4599171737414935
311,2.452358031414824
312,2.447161737469552
313,2.45176367024234
314,2.4501224916633935
315,2.440300559040537
316,2.4403108165855647
317,2.4280141365880317
318,2.4231840338822908
319,2.4170935576411687
320,2.416235628667908
321,2.4146162006358254
322,2.4085521850273683
323,2.4007438618448282
324,2.3957664167935455
325,2.3905522450839896
326,2.3812074712712956
327,2.383755173165565
328,2.3818886653374682
329,2.3803713073518455
330,2.3757987843247084
331,2.3706724700070008
332,2.368290280815131
333,2.366008386093458
334,2.3656422908483306
335,2.3645950923199797
336,2.362607835381103
337,2.367844839441024
338,2.3678347050490713
339,2.3602282013620632
340,2.362302450613785
341,2.353149140823038
342,2.349429653219458
343,2.341535327024224
344,2.341922214844804
345,2.34128151520832
346,2.338952421999178
347,2.3338026918551473
348,2.32978841127329
349,2.3273949260940925
350,2.3175091206576046
351,2.323609522079344
352,2.322597671904851
353,2.3218997903315866
354,2.3194458016565944
355,2.318429303046502
356,2.3190274389941954
357,2.3192059763363426
358,2.320580913895675
359,2.320281849551328
360,2.3135439018595423
361,2.3163240207302342
362,2.3123812057135713
363,2.304062270910199
364,2.3021412354090334
365,2.291220483033969
366,2.285808795936328
367,2.2791699325335824
368,2.2761210903324467
369,2.275789310609273
370,2.2714654077643375
371,2.2606190443019045
372,2.2546629730307486
373,2.250536631398522
374,2.2398067856210613
375,2.24164423476654
376,2.242253458693194
377,2.2379458954747244
378,2.233830645522017
379,2.2296155366502433
380,2.230141138457763
381,2.2257365032506473
382,2.224563518191806
383,2.22291518560022
384,2.215236588596114
385,2.220484992577802
386,2.2180123359833464
387,2.207229245632295
388,2.2053890283195017
389,2.1943662784811164
390,2.189438351499444
391,2.184211703272987
392,2.179843267775484
393,2.179432790148217
394,2.173725081315858
395,2.161928065569048
396,2.151137892731462
397,2.1461366239141717
398,2.134901366959284
399,2.1374437415080987
400,2.1357033741975417
401,2.133536210219548
402,2.1289237639843095
403,2.1241517374491483
404,2.1197494920485247
405,2.1151816005681887
406,2.1136604837709503
